"";"cod_com";"COMUNA";"ID_MANZ";"MANZ_EN";"ZONA";"ibt";"dim_acc";"iav";"icul";"idep";"isal";"iser";"ise";"dim_amb";"iata";"icv";"dim_soc";"ivi";"isv";"iej";"irh";"iem";"ipj";"dim_seg";"igpe";"igpr";"ilpe";"ilpr";"AREA";"TOTAL_V";"HOG_N";"PERSONAS";"E0A5";"E6A14";"E4A18";"E0A18";"E15A24";"E65YMAS"
"743";13114;13114;"13114081001027";"URBANO";"13114081001";0,860313637503909;0,735404148462272;19,8183069863902;0,0961099734943925;1,4693975376619;0,368402158240095;0,615281693215199;0,753643879829755;0,566730081066993;13,9781131744385;64,5434138877903;0,869227983039869;1;1;16;0,921052631578947;0,953125;1;0,957225708483507;0,9775;0,9285;0,9776;0,9766;23997,4512760497;38;38;135;13;16;26;37;20;22
"744";13114;13114;"13114081001028";"URBANO";"13114081001";0,803259513933519;0,733668258209623;19,4280329439828;0,0967566389862241;1,42173647439549;0,366471741627408;0,615379853046256;0,746137452117793;0,495358839219521;14,4760875701904;13,8915015582554;0,822885448726773;1;1;15,7;0,91304347826087;0,952380952380952;0,909090909090909;0,955579136098355;0,9755;0,9261;0,9766;0,9774;8822,27344242128;24;23;73;3;6;10;11;11;11
"745";13114;13114;"13114081001029";"URBANO";"13114081001";0,825705564702871;0,731923641189565;19,4908098478147;0,0954964043939916;1,43598632352387;0,366789405202058;0,608099470020725;0,729517543769441;0,506012434069429;14,409215927124;17,4139818219068;0,859971193372647;1;1;15,1;0,933333333333333;0,958333333333333;1;0,957225708483507;0,9775;0,9285;0,9776;0,9766;6158,30472565978;17;15;46;2;6;10;10;4;10
"746";13114;13114;"13114081001030";"URBANO";"13114081001";0,816005065694234;0,733208193952807;19,7660735015211;0,0947748472026841;1,47095280383739;0,367767697153228;0,605400177232233;0,741306851219622;0,50209780643639;14,456316947937;16,5878108976617;0,842012152664076;1;1;15,3;0,923076923076923;1;0,888888888888889;0,957225708483507;0,9775;0,9285;0,9776;0,9766;5417,61689277843;14;13;37;1;3;5;5;9;6
"747";13114;13114;"13114081001031";"URBANO";"13114081001";0,775038039825275;0,732406917213202;19,7470518079242;0,0942293103919992;1,4688822785974;0,372367957693832;0,592650306365546;0,733607444262501;0,500730831194825;14,9671640396118;33,7265622254153;0,75722870971007;1;1;16,3;0,866666666666667;0,886792452830189;0,875;0,957225708483507;0,9775;0,9285;0,9776;0,9766;9768,44397910195;33;30;86;4;7;11;14;8;14
"748";13114;13114;"13114081001032";"URBANO";"13114081001";0,828468578517221;0,729533033472568;19,3431803088403;0,0946532868802888;1,4233904751649;0,372221246230725;0,587588859730045;0,70961828798855;0,50424114110219;14,7840509414673;29,7026080082298;0,871644108128759;1;1;16,8;0,944444444444444;0,964285714285714;0,916666666666667;0,955579136098355;0,9755;0,9261;0,9766;0,9774;5918,82042073563;18;18;69;6;15;24;27;12;8
"749";13114;13114;"13114081001033";"URBANO";"13114081001";0,813068697272348;0,730633635058995;19,7076743762415;0,0930725569836394;1,46911586900329;0,373439164441542;0,582178842395067;0,723198941619468;0,46688528391049;15,2471761703491;14,7564392365503;0,873566850701753;1;1;15,5;0,933333333333333;0,966666666666667;1;0,957225708483507;0,9775;0,9285;0,9776;0,9766;6808,06324911313;15;15;50;2;4;7;8;10;4
"750";13114;13114;"13114081001034";"URBANO";"13114081001";0,768502928022273;0,727545590980077;19,5302990637725;0,0919223995348442;1,4635119328477;0,372534184792781;0,571848974473693;0,702286734086887;0,436034373572279;15,1931915283203;1,64871323146501;0,802268014410673;1;0,958677685950413;16;0,909090909090909;0,944444444444444;0,9;0,96787354324082;0,9828;0,9438;0,9821;0,9891;6858,67243537307;22;22;76;6;11;18;22;10;13
"751";13114;13114;"13114081001035";"URBANO";"13114081001";0,760826905428947;0,728741045865696;19,5490503779572;0,0924986034755373;1,4967262779739;0,378821640490124;0,569661768331725;0,696812635449312;0,462024734941493;14,8971672058105;7,43723800507783;0,766345931094768;1;1;15;0,833333333333333;0,891891891891892;1;0,960317605517847;0,9675;0,9415;0,9781;0,987;9971,67091155017;25;24;78;8;12;20;26;8;13
"752";13114;13114;"13114081001036";"URBANO";"13114081001";0,796306277712893;0,72961520950474;19,6944560933915;0,0921177790689162;1,52838838365049;0,383825452750336;0,562480152901907;0,698404406059978;0,479568008208259;14,6725416183472;11,4349331040301;0,823232753892681;1;1;15,4;0,84375;0,96;1;0,960317605517847;0,9675;0,9415;0,9781;0,987;9916,81360144947;32;32;101;5;6;10;14;17;23
"753";13114;13114;"13114081001037";"URBANO";"13114081001";0,73840823768666;0,721423646288606;19,2956726830881;0,0877614596739925;1,48778224335485;0,370355031720606;0,552399940782834;0,67135080600708;0,432888198155694;15,0651254653931;0;0,747660754802343;1;1;16,2;0,769230769230769;0,95;0,875;0,96787354324082;0,9828;0,9438;0,9821;0,9891;8762,55312318778;28;26;85;4;10;16;18;16;15
"754";13114;13114;"13114081001038";"URBANO";"13114081001";0,819352050446109;0,735857657278345;20,2654801916505;0,0924547251863762;1,54032348694893;0,372882157055896;0,59868293315965;0,771984521978097;0,474738998924473;14,7234773635864;10,0813700527493;0,873825405199296;1;1;16,7;0,84;1;1;0,957225708483507;0,9775;0,9285;0,9776;0,9766;8909,76961032674;25;25;77;3;6;10;11;18;16
"755";13114;13114;"13114081001039";"URBANO";"13114081001";0,779931216748967;0,73464080228054;20,2265647474612;0,0915591822780714;1,53521398981596;0,374596432754517;0,590898740365166;0,76514700273827;0,428016154763314;15,2186527252197;0;0,838095171454457;1;1;16,2;0,928571428571429;0,943396226415094;0,916666666666667;0,957225708483507;0,9775;0,9285;0,9776;0,9766;9250,11535907118;31;28;107;12;16;26;36;12;14
"756";13114;13114;"13114081001040";"URBANO";"13114081001";0,840029944178263;0,730342690639652;20,0047781157298;0,0896741156668487;1,54238769893305;0,372592296499871;0,579121349674668;0,734092093523965;0,479968647789756;14,8124008178711;13,9447429179088;0,907351305047298;1;1;16,8;0,947368421052632;0,966666666666667;1;0,96787354324082;0,9828;0,9438;0,9821;0,9891;6260,93828446997;20;19;55;2;4;7;8;8;11
"757";13114;13114;"13114081001041";"URBANO";"13114081001";0,773542645037237;0,728659403972904;19,913002244594;0,0890046767271049;1,55233865837682;0,374889260729866;0,56962722868022;0,717255810095619;0,482214510501634;14,7078943252563;13,1116042835287;0,765670763288313;1;1;15,8;0,705882352941176;0,962962962962963;1;0,96787354324082;0,9828;0,9438;0,9821;0,9891;6382,86369342695;18;17;52;2;4;7;8;4;15
"758";13114;13114;"13114081001042";"URBANO";"13114081001";0,754415375845982;0,728910392080588;19,9855263544564;0,0886349530446233;1,58932805623983;0,380863516567494;0,561258369477223;0,709314797064689;0,438681979487174;14,9111442565918;0;0,76835505900949;1;1;15,2;0,8;0,961538461538462;0,923076923076923;0,96787354324082;0,9828;0,9438;0,9821;0,9891;6377,33336727964;20;20;57;2;4;7;8;13;12
"759";13114;13114;"13114081002001";"URBANO";"13114081002";0,756110745518905;0,750857264057118;NA;NA;NA;NA;NA;NA;0,410832326041538;16,1929988861084;0;0,800341089461001;NA;NA;NA;NA;NA;0,964497304480272;0,945388682559139;0,9668;0,9134;0,9701;0,971;13405,3809655802;0;0;0;0;0;0;0;0;0
"760";13114;13114;"13114081002002";"URBANO";"13114081002";0,761462404197972;0,745628725462279;18,6962031653135;0,110851377626332;1,30829320369174;0,36974792819979;0,663134349325919;0,820162833397309;0,478973255147228;15,3008947372437;23,9855233141488;0,738597034168212;1;1;14,6;0,904761904761905;0,806451612903226;1;0,955579136098355;0,9755;0,9261;0,9766;0,9774;10291,8814534452;22;21;55;2;5;8;9;7;10
